processed_text	POStags	proba	original_text
This is our Home True North Strong & Free - thoughts & prayers to the people of Ottawa & all of Canada #OttawaStrong http://t.co/rSueZNpKfk	O V D N A ^ A & A , N & N P D N P ^ & D P ^ # U	0.8910 0.9998 0.9817 0.9703 0.8241 0.3896 0.8564 0.9927 0.7571 0.9335 0.9838 0.9899 0.9826 0.9999 0.9993 0.9998 0.9992 0.9975 0.9959 0.6764 0.9922 0.9997 0.7724 0.9971	This is our Home True North Strong &amp; Free - thoughts &amp; prayers to the people of Ottawa &amp; all of Canada #OttawaStrong http://t.co/rSueZNpKfk 
Our prayers go to victims of the #Ottawa shooting .	D N V P N P D ^ N ,	0.9940 0.9959 0.9907 0.9850 0.9870 0.9994 0.9961 0.9920 0.6552 0.9988	Our prayers go to victims of the #Ottawa shooting.                                                                                                      
Prayers for those in Ottawa , hope all is resolved soon ...	N P O P ^ , V X V V R ,	0.9425 1.0000 0.7947 0.9934 0.9950 0.9922 0.9837 0.4756 0.9937 0.9410 0.9603 0.7418	Prayers for those in Ottawa, hope all is resolved soon...                                                                                               
I'm appalled by today's attack in Ottawa . I offer my full support to @pmharper and the Canadian people as they deal with this incident .	L V P S N P ^ , O V D A N P @ & D A N P O V P D N ,	0.9964 0.9151 0.9946 0.8491 0.5023 0.9988 0.9917 0.9970 0.9901 0.9947 0.9936 0.9587 0.9646 0.9985 0.9962 0.9980 0.9978 0.7042 0.9998 0.9916 0.7702 0.8817 0.9993 0.9825 0.9982 0.9979	I'm appalled by today's attack in Ottawa. I offer my full support to @pmharper and the Canadian people as they deal with this incident.                 
Our thoughts are with everyone in Ottawa today . Stay safe .	D N V P N P ^ N , V A ,	0.9940 0.9928 0.9870 0.9943 0.9827 0.9985 0.9885 0.9983 0.9952 0.5829 0.7843 0.9977	Our thoughts are with everyone in Ottawa today. Stay safe.                                                                                              
‘ We refuse to be silenced ' : Ontario premier Kathleen Wynne defiant in face of Ottawa shooting http://t.co/Y03rCS0LoZ http://t.co/9o4CC8wBpK	, O V P V V , , ^ N ^ ^ ^ P N P ^ N U U	0.8720 0.9959 0.9992 0.9865 0.9993 0.9365 0.9624 0.7078 0.9977 0.5270 0.9986 0.9629 0.3659 0.9840 0.9979 0.9995 0.9966 0.4937 0.9944 0.9992	‘We refuse to be silenced': Ontario premier Kathleen Wynne defiant in face of Ottawa shooting http://t.co/Y03rCS0LoZ http://t.co/9o4CC8wBpK             
Incredible photo : woman gives mouth to mouth to wounded solider at #ottawashooting http://t.co/fd2WpL76Z2 http://t.co/Eh7UrLztEf	A N , N V N P N P V N P ^ U U	0.9878 0.9992 0.9591 0.9553 0.9949 0.9977 0.9976 0.9808 0.9991 0.9427 0.9391 0.9989 0.4376 0.9961 0.9992	Incredible photo: woman gives mouth to mouth to wounded solider at #ottawashooting http://t.co/fd2WpL76Z2 http://t.co/Eh7UrLztEf                        
After today we will officially be done shooting for the #SurrenderMusicVideo !! It's looking AMAZING so far btw ! #cantwait	P N O V R V V V P D ^ , L V A R R G , #	0.9261 0.9921 0.9923 0.9991 0.9672 0.9983 0.9443 0.8520 0.9995 0.9939 0.7797 0.9885 0.9984 0.9679 0.8510 0.8987 0.9358 0.7440 0.9858 0.8963	After today we will officially be done shooting for the #SurrenderMusicVideo !! It's looking AMAZING so far btw! #cantwait                              
#Leafs are currently in lockdown mode in a hotel in downtown #Ottawa .	^ V R P ^ N P D N P A ^ ,	0.6488 0.9806 0.9978 0.9810 0.7172 0.9957 0.9942 0.9969 0.9949 0.9978 0.6991 0.7023 0.9945	#Leafs are currently in lockdown mode in a hotel in downtown #Ottawa.                                                                                   
Stay safe Ottawa .	V A ^ ,	0.4167 0.9491 0.9182 0.9960	Stay safe Ottawa.                                                                                                                                       
Our thoughts and prayers are with the city of Ottawa and all those affected by today's events .	D N & N V P D N P ^ & D D V P S N ,	0.9940 0.9904 0.9948 0.9842 0.9932 0.9994 0.9992 0.9960 0.9991 0.9983 0.9990 0.6137 0.4826 0.8391 0.9957 0.8461 0.9920 0.9985	Our thoughts and prayers are with the city of Ottawa and all those affected by today's events.                                                          
Incredible shot : A woman gives mouth-to-mouth to a fallen soldier at the War Memorial http://t.co/YV1UIPYJJS http://t.co/1YEtcEcVM5	A N , D N V N P D A N P D N N U U	0.9921 0.9997 0.9470 0.9880 0.9969 0.9951 0.9773 0.9993 0.9171 0.8712 0.9994 0.9999 0.9992 0.6794 0.9082 0.9920 0.9992	Incredible shot: A woman gives mouth-to-mouth to a fallen soldier at the War Memorial http://t.co/YV1UIPYJJS http://t.co/1YEtcEcVM5                     
Hearts and prayers go out to everyone affected by the shootings in Ottawa today .	V & N V P P N V P D N P ^ N ,	0.3433 0.9967 0.9831 0.9961 0.4287 0.9924 0.8751 0.9956 0.9992 0.9991 0.9990 0.9988 0.9904 0.9983 0.9977	Hearts and prayers go out to everyone affected by the shootings in Ottawa today.                                                                        
Sending thoughts and prayers to everybody in Ottawa . #OttawaStrong #CanadaStrong http://t.co/6CGUsWJqUl	V N & N P N P ^ , # # U	0.9913 0.9864 0.9948 0.9782 0.9992 0.8943 0.9985 0.9917 0.9939 0.9279 0.9830 0.9984	Sending thoughts and prayers to everybody in Ottawa. #OttawaStrong #CanadaStrong http://t.co/6CGUsWJqUl                                                 
Please do not post videos or photos of the on-going incident to ensure safety of first responders and the public . #Ottawa ^JT	V V R V N & N P D A N P V N P A N & D N , # #	0.9594 0.9979 0.9874 0.4602 0.9904 0.9911 0.9987 0.9994 0.9991 0.9883 0.9989 0.9993 0.9977 0.9807 0.9939 0.9602 0.9575 0.9932 0.9977 0.6251 0.9944 0.7538 0.2851	Please do not post videos or photos of the on-going incident to ensure safety of first responders and the public. #Ottawa ^JT                           
Everyone in Ottawa , please stay safe . http://t.co/bQAM7B2wrh	N P ^ , V V A , U	0.9843 0.9986 0.9961 0.9975 0.9845 0.9729 0.8337 0.9973 0.9985	Everyone in Ottawa, please stay safe. http://t.co/bQAM7B2wrh                                                                                            
Anyone in downtown #Ottawa reminded to stay inside , away from roofs , windows and doors . Please stay safe out there . #cbcOTT #OTTnews	N P A ^ V P V R , R P N , ^ & N , V V A P R , # #	0.9619 0.9976 0.5880 0.8370 0.9973 0.9910 0.9963 0.6638 0.9983 0.9836 0.9950 0.8764 0.9973 0.5349 0.9984 0.9943 0.9992 0.9444 0.9635 0.5106 0.8556 0.8654 0.9962 0.9650 0.9891	Anyone in downtown #Ottawa reminded to stay inside, away from roofs, windows and doors. Please stay safe out there. #cbcOTT #OTTnews                    
" Soldiers at the Cenotaph " : editorial cartoon by Brian Gable #OttawaShooting http://t.co/IYtUltVT9u	, N P D N , , N N P ^ ^ # U	0.9827 0.9921 0.9998 0.9991 0.7622 0.9958 0.9133 0.9100 0.9896 0.9985 0.9999 0.9854 0.7270 0.9986	"Soldiers at the Cenotaph": editorial cartoon by Brian Gable #OttawaShooting http://t.co/IYtUltVT9u                                                     
All bus service in downtown Ottawa is currently under major detours . Details : http://t.co/hcXDtQ7uLK	D N N P A ^ V R P A N , N , U	0.9713 0.9648 0.9811 0.9978 0.6927 0.8783 0.9928 0.9988 0.8069 0.9715 0.9995 0.9979 0.9854 0.9556 0.9969	All bus service in downtown Ottawa is currently under major detours. Details: http://t.co/hcXDtQ7uLK                                                    
Kudos to @penguins , both national anthems to be played tonight before Flyers-Pens game as gesture to Ottawa tragedy	V P @ , D A N P V V R P ^ N P N P ^ N	0.4617 0.9946 0.9956 0.9957 0.7457 0.7113 0.9994 0.9986 0.9994 0.9788 0.8836 0.9654 0.8595 0.9391 0.9842 0.9856 0.9995 0.9887 0.9957	Kudos to @penguins, both national anthems to be played tonight before Flyers-Pens game as gesture to Ottawa tragedy                                     
Ottawa Police : Police stations closed due to ongoing shooting situation : " No public services available until further notice " - @WorldNews	^ ^ , ^ N V A P A N N , , D A N A P A N , , @	0.9826 0.6132 0.8218 0.7355 0.9442 0.9608 0.5274 0.9939 0.5154 0.9207 0.9997 0.9284 0.9911 0.7112 0.5889 0.9986 0.6685 0.9961 0.5807 0.9757 0.9805 0.7890 0.9971	Ottawa Police: Police stations closed due to ongoing shooting situation: "No public services available until further notice" - @WorldNews               
You may want to stop and take a deep breath before tweeting insults at parliamentarians and reporters in #ottawa today , OK ?	O V V P V & V D A N P V N P ^ & N P ^ N , ! ,	0.9986 0.9869 0.9996 0.9940 0.9890 0.9954 0.9976 0.9984 0.9920 0.9992 0.9918 0.9888 0.6293 0.9991 0.8813 0.9986 0.9790 0.9984 0.9494 0.9969 0.9969 0.7922 0.9971	You may want to stop and take a deep breath before tweeting insults at parliamentarians and reporters in #ottawa today, OK?                             
Kind words from U.S. re Cdn coverage of horrifying #OttawaShooting . Kudos to our @CBCNews colleagues on a tough day : http://t.co/68emQYXbyf	^ N P ^ N N N P A # , V P D @ N P D A N , U	0.5186 0.8147 0.9996 0.9901 0.8535 0.3922 0.9998 0.9820 0.9807 0.5441 0.9956 0.5438 0.9970 0.9393 0.9944 0.9779 0.9982 0.9986 0.9927 0.9992 0.8537 0.9970	Kind words from U.S. re Cdn coverage of horrifying #OttawaShooting. Kudos to our @CBCNews colleagues on a tough day: http://t.co/68emQYXbyf             
Atlantic #cadet programs cancelled , other cadets advised to not wear uniform but show up in business casual . #OttawaShooting	^ N N V , A N V P R V N & V T P N A , #	0.8779 0.6773 0.9931 0.9504 0.9986 0.9920 0.9961 0.9992 0.9717 0.9808 0.9680 0.9587 0.9896 0.6905 0.9078 0.9828 0.9667 0.8767 0.9980 0.9854	Atlantic #cadet programs cancelled, other cadets advised to not wear uniform but show up in business casual. #OttawaShooting                            
Ok so we were on a tour at that war monument in Ottawa a few minutes ago , a few seconds later there was a shooting .. 😳 http://t.co/yzCtBlGZ2v	! P O V P D N P D N N P ^ D A N R , D A N R R V D N , E U	0.9073 0.9217 0.9984 0.9986 0.9730 0.9969 0.9991 0.9995 0.9173 0.9904 0.9761 0.9986 0.9910 0.9918 0.9062 0.9978 0.9389 0.9973 0.9935 0.9062 0.9990 0.9102 0.7364 0.9980 0.9982 0.9610 0.9752 0.6484 0.9931	Ok so we were on a tour at that war monument in Ottawa a few minutes ago, a few seconds later there was a shooting..😳 http://t.co/yzCtBlGZ2v           
@pmharper just met with cabinet ministers to discuss the shootings in Ottawa today . http://t.co/jfBbEmycO3	@ R V P N N P V D N P ^ N , U	0.9992 0.9994 0.9953 0.9956 0.9713 0.9952 0.9991 0.9996 0.9996 0.9990 0.9988 0.9885 0.9981 0.9973 0.9985	@pmharper just met with cabinet ministers to discuss the shootings in Ottawa today. http://t.co/jfBbEmycO3                                              
A timeline of what unfolded during the attack in Ottawa http://t.co/J3voI7E41p #OttawaShooting http://t.co/QVG3HQ9f7q	D N P O V P D N P ^ U # U	0.9801 0.9886 0.9964 0.9964 0.9888 0.9947 0.9994 0.9869 0.9988 0.9953 0.9973 0.9776 0.9986	A timeline of what unfolded during the attack in Ottawa http://t.co/J3voI7E41p #OttawaShooting http://t.co/QVG3HQ9f7q                                   
American media : stop calling #OttawaShooting " Canada's 911 " We don't know who or why yet . Canadians prefer to spread facts , not fear #cdnpoli	^ N , V V # , Z $ , O V V O & R R , ^ V P V N , R V #	0.5161 0.9331 0.9020 0.9224 0.9951 0.6806 0.9928 0.8662 0.7617 0.9972 0.9968 1.0000 0.9993 0.9957 0.9863 0.9817 0.9712 0.9975 0.9237 0.9925 0.9932 0.9969 0.9886 0.9988 0.9786 0.8140 0.9244	American media: stop calling #OttawaShooting "Canada's 911" We don't know who or why yet. Canadians prefer to spread facts,not fear #cdnpoli            
My thoughts are with our good friends & neighbors to the north 🍁😔 #WeLoveYouCanada #OttawaShooting	D N V P D A N & N P D N , # #	0.9986 0.9936 0.9870 0.9991 0.9968 0.9980 0.9929 0.9951 0.9902 0.9999 0.9979 0.5193 0.3511 0.8562 0.9948	My thoughts are with  our good friends &amp; neighbors to the north 🍁😔  #WeLoveYouCanada   #OttawaShooting                                            
Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings : http://t.co/U5YZltZfSh	N P ^ ^ P ^ & N P N P ^ , U	0.9689 0.9998 0.9998 0.6852 0.9909 0.8193 0.9986 0.9772 0.9964 0.9567 0.9927 0.8334 0.8450 0.9976	Message from Toronto Police to Imams and Mosques in wake of #OttawaShootings: http://t.co/U5YZltZfSh                                                    
The TTC says it has “ implemented heightened security across the entire transit system ” in light of the shootings in Ottawa .	D ^ V O V , V A N P D A N N , P N P D N P ^ ,	0.9791 0.7908 0.9973 0.9969 0.9978 0.9831 0.9753 0.7566 0.9994 0.9998 0.9997 0.9648 0.9633 0.9979 0.9909 0.9588 0.9911 0.9995 0.9991 0.9990 0.9988 0.9912 0.9933	The TTC says it has “implemented heightened security across the entire transit system” in light of the shootings in Ottawa.                             
RT @bts_bighit : [ Episode ] #BTS ' War of Hormone ' MV & Concept Photo shooting ( with Eng sub . ) ( http://t.co/YPLAdhNrOd ) #호르몬전쟁 #Hello_hello	~ @ ~ , N , # , N P N , N & N N N , P ^ N , , , U , # #	0.9979 0.9991 0.9941 0.9544 0.9907 0.9934 0.7188 0.9652 0.9229 0.9898 0.9617 0.9560 0.8012 0.9947 0.9422 0.9489 0.5775 0.9915 0.9980 0.9248 0.8886 0.9893 0.6337 0.9258 0.9842 0.9607 0.8770 0.8637	RT @bts_bighit: [Episode] #BTS 'War of Hormone' MV &amp; Concept Photo shooting (with Eng sub.) (http://t.co/YPLAdhNrOd)  #호르몬전쟁 #Hello_hello           
If the dudes who shot up Ottawa are white , are we going to have a conversation about terrorism or is it going to be " mental illness " ?	P D N O V T ^ V A , V O V P V D N P N & V O V P V , N N , ,	0.9985 0.9983 0.9979 0.8893 0.7309 0.7835 0.9940 0.9836 0.9682 0.9976 0.9917 0.9989 0.9998 0.9769 0.9999 0.9985 0.9992 0.9923 0.9883 0.9804 0.9997 0.9991 0.9996 0.9724 0.9985 0.9975 0.4264 0.9984 0.9951 0.9952	If the dudes who shot up Ottawa are white, are we going to have a conversation about terrorism or is it going to be "mental illness"?                   
IMPORTANT : Ottawa police are urging people NOT to tweet the location of police activity in the field . Shooting scene remains active .	A , ^ N V V N R P V D N P ^ N P D N , V N V A ,	0.8988 0.9616 0.9916 0.8082 0.9903 0.9148 0.9983 0.9984 0.9923 0.9979 0.9995 0.9998 0.9983 0.5252 0.9871 0.9990 0.9992 0.9832 0.9990 0.5988 0.9758 0.9514 0.9801 0.9980	IMPORTANT: Ottawa police are urging people NOT to tweet the location of police activity in the field. Shooting scene remains active.                    
From Ottawa police , a map of the downtown Ottawa safety perimeter . #cbcOTT #OTTnews http://t.co/VMGdZ2g6G3	P ^ N , D N P D A ^ N N , # # U	0.9984 0.9985 0.8183 0.9967 0.9946 0.9994 0.9995 0.9973 0.5287 0.8771 0.8880 0.9976 0.9977 0.9677 0.9759 0.9977	From Ottawa police, a map of the downtown Ottawa safety perimeter. #cbcOTT #OTTnews http://t.co/VMGdZ2g6G3                                              
What an awful day in Ottawa . Thoughts and prayers are with our @Senators family , the entire city of Ottawa and all of Canada .	O D A N P ^ , N & N V P D @ N , D A N P ^ & D P ^ ,	0.9574 0.9794 0.9922 0.9981 0.9990 0.9917 0.9908 0.6978 0.9972 0.9857 0.9932 0.9991 0.9807 0.9868 0.9490 0.9951 0.9992 0.9756 0.9980 0.9991 0.9983 0.9990 0.8038 0.9929 0.9997 0.9946	What an awful day in Ottawa. Thoughts and prayers are with our @Senators family, the entire city of Ottawa and all of Canada.                           
Thoughts and prayers to everyone in my hometown today . #Ottawa	N & N P N P D N N , #	0.7158 0.9969 0.9808 0.9992 0.9274 0.9978 0.9980 0.9988 0.9967 0.9925 0.7766	Thoughts and prayers to everyone in my hometown today. #Ottawa                                                                                          
I've left the Hill . Want to say I'm really impressed by way Ottawa Police and RCMP handled this miserable business .	L V D ^ , V P V L R V P ^ ^ ^ & ^ V D A N ,	0.9857 0.9819 0.9996 0.8675 0.9904 0.9971 0.9900 0.9970 0.9966 0.9996 0.9264 0.9916 0.6689 0.9987 0.7893 0.9980 0.9438 0.9981 0.9253 0.9991 0.9981 0.9974	I've left the Hill. Want to say I'm really impressed by way Ottawa Police and RCMP handled this miserable business.                                     
McMaster's flags have been lowered in memory of today's shooting victim in Ottawa . http://t.co/5rFkvTybQO	Z N V V V P N P S V N P ^ , U	0.5199 0.9190 0.9889 0.9687 0.9880 0.9271 0.9974 0.9977 0.8998 0.6307 0.9858 0.9988 0.9929 0.9944 0.9985	McMaster's flags have been lowered in memory of today's shooting victim in Ottawa. http://t.co/5rFkvTybQO                                               
A reminder for those observing the shooting on Parliament Hill : DO NOT tweet police locations and movements #ottcity #ottawa	D N P O V D N P ^ ^ , V R V N N & N # #	0.9875 0.9978 0.9999 0.6221 0.9992 0.9990 0.9474 0.9957 0.6405 0.9807 0.9574 0.8939 0.9964 0.9485 0.8348 0.9969 0.9984 0.9837 0.7436 0.9550	A reminder for those observing the shooting on Parliament Hill: DO NOT tweet police locations and movements #ottcity #ottawa                            
Everyone stand together on a day like this . Stay strong . #Ottawa	N V R P D N P O , V A , #	0.9722 0.8551 0.9493 0.9932 0.9983 0.9968 0.9521 0.9724 0.9977 0.5332 0.9622 0.9955 0.7522	Everyone stand together on a day like this. Stay strong. #Ottawa                                                                                        
A nice touch from #Penguins who host #Flyers tonight : Canadian National anthem will be performed pre-game in support of events in Ottawa .	D A N P ^ O V N N , ^ ^ N V V V A P N P N P ^ ,	0.9776 0.9891 0.9809 0.9994 0.9860 0.9604 0.9678 0.5276 0.8439 0.9805 0.5066 0.8970 0.9780 0.9932 0.9995 0.9381 0.9036 0.9883 0.9891 0.9930 0.9845 0.9991 0.9892 0.9945	A nice touch from #Penguins who host #Flyers tonight: Canadian National anthem will be performed pre-game in support of events in Ottawa.               
American and Canadian outlets are covering the shooting in Ottawa very differently : http://t.co/qGjJVnRp7x	^ & ^ N V V D N P ^ R R , U	0.5023 0.9982 0.6893 0.9452 0.9818 0.9986 0.9984 0.9469 0.9977 0.9915 0.9890 0.9722 0.8891 0.9976	American and Canadian outlets are covering the shooting in Ottawa very differently: http://t.co/qGjJVnRp7x                                              
If you are working in the Ottawa dowtown area ; follow the instructions from the building management you are in . #ottnews	P O V V P D ^ ^ ^ , V D N P D N N O V P , #	0.9973 0.9996 0.9991 0.9946 0.9821 0.9970 0.9971 0.8793 0.5847 0.9430 0.9988 0.9995 0.9973 0.9999 0.9986 0.9914 0.8272 0.9920 0.9996 0.8356 0.9862 0.9762	If you are working in the Ottawa dowtown area; follow the instructions from the building management you are in. #ottnews                                
Canadian coverage of the Ottawa shootings was measured , calm , and presented actual facts . Why can't we do the same ? http://t.co/OZHkSBISfb	A N P D ^ N V V , A , & V A N , R V O V D A , U	0.5624 1.0000 0.9993 0.9962 0.9948 0.9930 0.9954 0.5559 0.9977 0.8461 0.9984 0.9991 0.9906 0.9827 0.9993 0.9984 0.9448 0.9989 0.9808 0.9999 0.9995 0.9560 0.9910 0.9939	Canadian coverage of the Ottawa shootings was measured, calm, and presented actual facts. Why can't we do the same? http://t.co/OZHkSBISfb              
It’s important for all Canadians to be vigilant and report anything they think is suspicious to their local police . #Ottawashooting	L A P D ^ P V A & N N O V V A P D A N , #	0.9843 0.9943 0.9997 0.9909 0.8521 0.9950 0.9994 0.9831 0.9974 0.5324 0.9840 0.9859 0.9967 0.9880 0.9930 0.9996 0.9675 0.8988 0.9932 0.9959 0.9861	It’s important for all Canadians to be vigilant and report anything they think is suspicious to their local police. #Ottawashooting                     
BREAKING : Obama : Canada shooting ' tragic ' - ' we're all shaken by it ' ; no information on motive .	N , ^ , ^ V , A , , , L D V P O , , D N P N ,	0.6086 0.9541 0.9963 0.9266 0.9983 0.6541 0.9837 0.9794 0.9614 0.4420 0.9666 0.8895 0.6440 0.9478 0.9980 0.9968 0.9752 0.9612 0.9461 0.9999 0.9964 0.9895 0.9975	BREAKING: Obama: Canada shooting 'tragic' - 'we're all shaken by it'; no information on motive.                                                         
Our thoughts are with those in Ottawa and everyone affected by today's events .	D N V P O P ^ & N V P S N ,	0.9940 0.9928 0.9870 0.9990 0.6451 0.9937 0.9960 0.9989 0.9568 0.9956 0.9957 0.8455 0.9950 0.9988	Our thoughts are with those in Ottawa and everyone affected by today's events.                                                                          
Incredible footage from @josh_wingrove of shots being fired in the Parliament building in Ottawa https://t.co/uliGB9bkOb	A N P @ P N V V P D N N P ^ U	0.9949 0.9990 0.9994 0.9850 0.9721 0.9788 0.9982 0.9822 0.9805 0.9992 0.5377 0.8791 0.9986 0.9950 0.9926	Incredible footage from @josh_wingrove of shots being fired in the Parliament building in Ottawa https://t.co/uliGB9bkOb                                
Our thoughts are with Ottawa .	D N V P ^ ,	0.9940 0.9928 0.9870 0.9985 0.9974 0.9945	Our thoughts are with Ottawa.                                                                                                                           
We are continually assessing/monitoring situation to ensure we can do our jobs in keeping Canadians safe . #Ottawashooting	O V R V N P V O V V D N P V ^ A , #	0.9957 0.9987 0.9989 0.9333 0.9986 0.9993 0.9994 0.9990 0.9998 1.0000 0.9969 0.9957 0.9950 0.9109 0.7534 0.8069 0.9977 0.9820	We are continually assessing/monitoring situation to ensure we can do our jobs in keeping Canadians safe. #Ottawashooting                               
MORE : Royal Canadian Mounted Police warned people in downtown Ottawa to stay away from windows and rooftops : http://t.co/CMjaq7scJt	A , ^ ^ ^ ^ V N P A ^ P V R P ^ & N , U	0.6268 0.9844 0.9545 0.9669 0.9952 0.9358 0.9507 0.9961 0.9981 0.6927 0.7533 0.9958 0.9941 0.9873 0.9974 0.8101 0.9984 0.9239 0.9304 0.9969	MORE: Royal Canadian Mounted Police warned people in downtown Ottawa to stay away from windows and rooftops: http://t.co/CMjaq7scJt                     
Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning . Stay safe , Ottawa .	D N V P N V P O V V P ^ ^ & ^ ^ D N , V A , ^ ,	0.9940 0.9928 0.9870 0.9943 0.9467 0.9955 0.8998 0.9979 0.9979 0.9729 0.9607 0.6405 0.9917 0.9980 0.6599 0.9572 0.9901 0.9985 0.9973 0.5332 0.7603 0.9953 0.9886 0.9945	Our thoughts are with everyone involved in what is happening on Parliament Hill and Confederation Square this morning. Stay safe, Ottawa.               
My thoughts and prayers are with the city of Ottawa .	D N & N V P D N P ^ ,	0.9986 0.9914 0.9948 0.9842 0.9932 0.9994 0.9992 0.9960 0.9991 0.9977 0.9960	My thoughts and prayers are with the city of Ottawa.                                                                                                    
The #OttawaShooting was #terrorsim as was #forthoodshooting and #oklahomabeheading ...	D ^ V # P V V & # ,	0.9586 0.6222 0.9910 0.2086 0.8143 0.9735 0.2556 0.9974 0.5308 0.5647	The #OttawaShooting was #terrorsim as was #forthoodshooting and #oklahomabeheading...                                                                   
Mayor of Ottawa says it's been a " sad & tragic day " for the city and for Canada http://t.co/GlA65RFctg	N P ^ V L V D , A & A N , P D N & P ^ U	0.6617 0.9987 0.9989 0.9815 0.9956 0.9924 0.9673 0.9927 0.9838 0.9942 0.9966 0.9984 0.9982 0.9988 0.9987 0.9668 0.9970 0.9978 0.9996 0.9978	Mayor of Ottawa says it's been a "sad &amp; tragic day" for the city and for Canada http://t.co/GlA65RFctg                                              
Statement on the shooting incident in Ottawa – elizabethmaymp.ca – October 22 , 2014 http://t.co/kBKCiK6g9L #GPC	N P D N N P ^ , U , ^ $ , $ U #	0.9349 0.9992 0.9979 0.9031 0.9832 0.9988 0.9926 0.7436 0.9644 0.5379 0.9906 0.9935 0.9967 0.9758 0.9964 0.9655	Statement on the shooting incident in Ottawa – elizabethmaymp.ca – October 22, 2014 http://t.co/kBKCiK6g9L #GPC                                         
" @Joerayment : Dramatic photos from @wcuddington on the scene in Ottawa http://t.co/NBNrYercrM http://t.co/xXwgdoW82Q " #PrayForOttawa :(	, @ ~ A N P @ P D N P ^ U U , # E	0.9203 0.9912 0.9793 0.9817 0.9994 0.9995 0.9645 0.9956 0.9992 0.9918 0.9988 0.9953 0.9916 0.9985 0.9901 0.9217 0.9769	"@Joerayment: Dramatic photos from @wcuddington on the scene in Ottawa http://t.co/NBNrYercrM http://t.co/xXwgdoW82Q" #PrayForOttawa :(                 
WATCH LIVE : CP24's special coverage of the shootings in Ottawa http://t.co/FbeHWI1vZa http://t.co/9jJQmRKFKg	V A , Z A N P D N P ^ U U	0.9312 0.4840 0.9044 0.6312 0.9768 0.9999 0.9995 0.9991 0.9990 0.9988 0.9948 0.9952 0.9994	WATCH LIVE: CP24's special coverage of the shootings in Ottawa  http://t.co/FbeHWI1vZa http://t.co/9jJQmRKFKg                                           
Sending our thoughts and prayers to everyone in #Ottawa at this difficult time . Pls follow @OttawaPolice & @rcmpgrcpolice for latest info .	V D N & N P N P ^ P D A N , V V @ & @ P A N ,	0.9997 0.9989 0.9890 0.9941 0.9798 0.9992 0.9274 0.9985 0.9865 0.9991 0.9735 0.9954 0.9994 0.9984 0.7793 0.9898 0.9942 0.9937 0.9941 0.9871 0.9987 0.9922 0.9980	Sending our thoughts and prayers to everyone in #Ottawa at this difficult time. Pls follow @OttawaPolice &amp; @rcmpgrcpolice for latest info.          
We have no idea who is responsible for the #ottawashooting so why are instant commentators talking about #ISIS ? Please stop politics of fear	O V D N O V A P D N P R V A N V P ^ , V V N P N	0.9976 0.9997 0.9913 0.9962 0.9946 0.9998 0.9405 0.9999 0.9939 0.7467 0.7892 0.9500 0.9748 0.9783 0.9989 0.9949 0.9502 0.9263 0.9973 0.9247 0.9686 0.9972 0.9920 0.8512	We have no idea who is responsible for the #ottawashooting so why are instant commentators talking about #ISIS? Please stop politics of fear            
Terrible news out of Ottawa … my thoughts are with you	A N P P ^ , D N V P O	0.8354 0.9946 0.9015 0.9957 0.9964 0.7079 0.9975 0.9944 0.9818 0.9994 0.9986	Terrible news out of Ottawa… my thoughts are with you                                                                                                   
Things to remember . #OttawaShooting http://t.co/hsoasOkV7P	N P V , # U	0.9874 0.9983 0.9952 0.9973 0.9530 0.9982	Things to remember. #OttawaShooting http://t.co/hsoasOkV7P                                                                                              
‘ #Ottawa shooting shouldn’t be used as pretext for stripping away more civil liberties ’ http://t.co/GCWX1xUzkv http://t.co/x7jzgKc5WM	, ^ V V V V P N P V R R A N , U U	0.7427 0.8688 0.5625 0.9984 0.9994 0.5538 0.9126 0.9871 0.9994 0.9981 0.9946 0.7677 0.9781 0.9994 0.9218 0.9949 0.9992	‘#Ottawa shooting shouldn’t be used as pretext for stripping away more civil liberties’ http://t.co/GCWX1xUzkv http://t.co/x7jzgKc5WM                   
Ok #CNNBreakingNews stop calling it Royal Canadian MOUNTAIN Police . #OttawaShooting #Heroes #KevinVickers	! ^ V V O ^ ^ ^ ^ , # # #	0.9092 0.4403 0.9473 0.9996 0.9409 0.8488 0.9528 0.9397 0.9497 0.9926 0.9586 0.8761 0.9888	Ok #CNNBreakingNews stop calling it Royal Canadian MOUNTAIN Police. #OttawaShooting #Heroes #KevinVickers                                               
Striking image RT @acarvin : Parliament caucus room barricaded with chairs , via @grahamctv . http://t.co/cMccWcdTSf #ottawa	V N ~ @ ~ N N N V P N , P @ , U #	0.9802 0.9847 0.9786 0.9980 0.9332 0.7754 0.9925 0.9937 0.9400 0.9945 0.9500 0.9981 0.9613 0.9954 0.9865 0.9948 0.9090	Striking image RT @acarvin: Parliament caucus room barricaded with chairs, via @grahamctv. http://t.co/cMccWcdTSf #ottawa                               
Thoughts and prayers out to #Ottawa and all affected today .	N & N P P ^ & D A N ,	0.7158 0.9969 0.9543 0.9387 0.9983 0.9907 0.9990 0.7615 0.6264 0.9975 0.9979	Thoughts and prayers out to #Ottawa and all affected today.                                                                                             
