text,Event,token
#BREAKING: Ottawa police confirm there were at least three separate shootings,ottawashooting,"['#', 'ottawa', 'police', 'confirm', 'least', 'three', 'separate', 'shootings']"
White House: Obama awaiting chance to speak with Harper about Ottawa shooting http://t.co/zOQGTf8NIO http://t.co/GIqcI75fhz,ottawashooting,"['white', 'house', 'obama', 'awaiting', 'chance', 'speak', 'harper', 'ottawa', 'shooting', '&', '&']"
"UPDATED: Shots fired on Parliament Hill, soldier injured at National War Memorial http://t.co/eyhV6c2yiv http://t.co/wy63eYJbB1",ottawashooting,"['updated', 'shots', 'fired', 'parliament', 'hill', 'soldier', 'injured', 'national', 'war', 'memorial', '&', '&']"
Condolences to the family of the fallen officer in #Ottawa He was a hero who bravely stood in defence of our country and our freedoms,ottawashooting,"['condolences', 'family', 'fallen', 'officer', '#', 'hero', 'bravely', 'stood', 'defence', 'country', 'freedoms']"
"Ottawa hospital says it's treating three patients, two in stable condition, after shooting incident. http://t.co/1cKIHwuCzl",ottawashooting,"['ottawa', 'hospital', 'says', 'treating', 'three', 'patients', 'two', 'stable', 'condition', 'shooting', 'incident', '&']"
BREAKING UPDATE: Canadian soldier injured at Parliament Hill shooting dies http://t.co/Zp9AKplH9p  #Ottawa,ottawashooting,"['breaking', 'update', 'canadian', 'soldier', 'injured', 'parliament', 'hill', 'shooting', 'dies', '&', '#']"
Watch as bullets fly inside hallways of Parliament Hill http://t.co/R8BUhfrvX2 #Ottawa,ottawashooting,"['watch', 'bullets', 'fly', 'inside', 'hallways', 'parliament', 'hill', '&', '#']"
BREAKING: There have been two shootings on Parliament Hill. One of the victims is believed to be a member of the Canadian Forces.,ottawashooting,"['breaking', 'two', 'shootings', 'parliament', 'hill', 'one', 'victims', 'believed', 'member', 'canadian', 'forces']"
"HAPPENING NOW: More shots heard near parliament in #Ottawa, suspect still at large - police http://t.co/Zp9AKplH9p http://t.co/pWVxhqPKez",ottawashooting,"['happening', 'shots', 'heard', 'near', 'parliament', '#', 'suspect', 'still', 'large', 'police', '&', '&']"
"VIDEO: Seconds after shooting Nathan Cirillo, #OttawaShooting suspect gets into car. http://t.co/tbPrMJhNu0",ottawashooting,"['video', 'seconds', 'shooting', 'nathan', 'cirillo', '#', 'suspect', 'gets', 'car', '&']"
We are hearing a shooter is still on the loose here in DT Ottawa with a rifle please pray for our police and soldiers #PrayForOttawa,ottawashooting,"['hearing', 'shooter', 'still', 'loose', 'dt', 'ottawa', 'rifle', 'please', 'pray', 'police', 'soldiers', '#']"
BREAKING: Soldier shot near Canada's parliament; active shooter at large.  http://t.co/ldO9r3y0JQ http://t.co/5Ssy2fEmSb,ottawashooting,"['breaking', 'soldier', 'shot', 'near', 'canadas', 'parliament', 'active', 'shooter', 'large', '&', '&']"
"OTTAWA SHOOTING
- Soldier shot at memorial has died: Globe, CTV
- Harper to speak later today
http://t.co/DkNJOduorR",ottawashooting,"['ottawa', 'shooting', 'soldier', 'shot', 'memorial', 'died', 'globe', 'ctv', 'harper', 'speak', 'later', 'today', '&']"
Latest on shooting in Ottawa w/ dramatic video from inside Canadian Parliament building by @globeandmail http://t.co/iXfjOjwP6y,ottawashooting,"['latest', 'shooting', 'ottawa', 'w', 'dramatic', 'video', 'inside', 'canadian', 'parliament', 'building', '@', '&']"
The NHL announces tonight's game between the #Leafs and #Sens in Ottawa has been postponed,ottawashooting,"['nhl', 'announces', 'tonights', 'game', '#', '#', 'ottawa', 'postponed']"
UPDATE: Reports of 1 more shooter being SHOT. This is in addition to one shot and killed earlier in Parliament Hill #ottnews #OttawaShooting,ottawashooting,"['update', 'reports', '1', 'shooter', 'shot', 'addition', 'one', 'shot', 'killed', 'earlier', 'parliament', 'hill', '#', '#']"
Shots fired on parliament hill after a man walked up with a gun. I'm locked in a security office on parliament hill,ottawashooting,"['shots', 'fired', 'parliament', 'hill', 'man', 'walked', 'gun', 'im', 'locked', 'security', 'office', 'parliament', 'hill']"
Witness tells CNN gunman shot one of two soldiers standing guard at war memorial in Ottawa. Live blog: http://t.co/q98AMohu7T,ottawashooting,"['witness', 'tells', 'cnn', 'gunman', 'shot', 'one', 'two', 'soldiers', 'standing', 'guard', 'war', 'memorial', 'ottawa', 'live', 'blog', '&']"
Source says ONE suspect shot and killed inside PARLIAMENT HILL - security sweep still underway. #ottnews #BREAKING,ottawashooting,"['source', 'says', 'one', 'suspect', 'shot', 'killed', 'inside', 'parliament', 'hill', 'security', 'sweep', 'still', 'underway', '#', '#']"
Soldier killed at war memorial identified as Cpl. Nathan Cirillo #ottawashooting http://t.co/YnM8FvFckL http://t.co/2jhrreIxPu,ottawashooting,"['soldier', 'killed', 'war', 'memorial', 'identified', 'cpl', 'nathan', 'cirillo', '#', '&', '&']"
"Seeing reports that soldier shot at War Memorial is still alive. Hang in there, brother. All of Canada is with you.",ottawashooting,"['seeing', 'reports', 'soldier', 'shot', 'war', 'memorial', 'still', 'alive', 'hang', 'brother', 'canada']"
RIP Cpl. Nathan Cirillo today's tragic events put all in perspective #OttawaShooting #HeroesInLife @CanadianForces http://t.co/B7ggJBbZvE,ottawashooting,"['rip', 'cpl', 'nathan', 'cirillo', 'todays', 'tragic', 'events', 'put', 'perspective', '#', '#', '@', '&']"
"Ottawa Police confirms 1 gunman dead, 1 soldier killed in #OttawaShooting  http://t.co/pI1qVrCQBe http://t.co/wDK64hpO7H",ottawashooting,"['ottawa', 'police', 'confirms', '1', 'gunman', 'dead', '1', 'soldier', 'killed', '#', '&', '&']"
"BREAKING UPDATE: Soldier shot at National War Memorial in Ottawa, Canada, police tell @ABC News - http://t.co/wg7WHTjJGI",ottawashooting,"['breaking', 'update', 'soldier', 'shot', 'national', 'war', 'memorial', 'ottawa', 'canada', 'police', 'tell', '@', 'news', '&']"
"RT @ArmedResearch:#ISIS Media account posts picture claiming to be Michael Zehaf-Bibeau, dead #OttawaShooting suspect http://t.co/sn3IhZjOx2",ottawashooting,"['rt', '@', 'media', 'account', 'posts', 'picture', 'claiming', 'michael', 'zehafbibeau', 'dead', '#', 'suspect', '&']"
BREAKING: Police source has told The Globe that a second shooter has been shot. #OttawaShooting,ottawashooting,"['breaking', 'police', 'source', 'told', 'globe', 'second', 'shooter', 'shot', '#']"
"CONFIRMED | 1 shooter shot dead at Parliament Hill, but there is more than 1 suspect. #cbcOTT #OTTnews",ottawashooting,"['confirmed', '1', 'shooter', 'shot', 'dead', 'parliament', 'hill', '1', 'suspect', '#', '#']"
"BREAKING NEWS: OTTAWA POLICE CONFIRM TO ABC NEWS THEY ARE LOOKING FOR 3 SUSPECTS, ONE HAS BEEN 'DEALT WITH' - http://t.co/lXFiYaVImZ",ottawashooting,"['breaking', 'news', 'ottawa', 'police', 'confirm', 'abc', 'news', 'looking', '3', 'suspects', 'one', 'dealt', '&']"
#OTTAWA FOOTAGE: Video captures moment shots fired in Canadian Parliament http://t.co/Zp9AKplH9p http://t.co/CkAO04v5gm,ottawashooting,"['#', 'footage', 'video', 'captures', 'moment', 'shots', 'fired', 'canadian', 'parliament', '&', '&']"
Tragedy mounts as soldier shot this AM dies of his wounds in an Ottawa Hospital. Deep sympathy to his family and friends. #shooting #ottawa,ottawashooting,"['tragedy', 'mounts', 'soldier', 'shot', 'dies', 'wounds', 'ottawa', 'hospital', 'deep', 'sympathy', 'family', 'friends', '#', '#']"
"BREAKING: @ottawapolice confirm one death on Parliament Hill. 3 separate shootings: War Memorial, Hill and ""near Rideau Centre"" @ctvottawa",ottawashooting,"['breaking', '@', 'confirm', 'one', 'death', 'parliament', 'hill', '3', 'separate', 'shootings', 'war', 'memorial', 'hill', 'near', 'rideau', 'centre', '@']"
"DEVELOPING story: Shots fired on Parliament Hill, soldier shot at War Memorial http://t.co/5fZ7wO6Gm4 #Ottawa http://t.co/Jb1pi3IysA",ottawashooting,"['developing', 'story', 'shots', 'fired', 'parliament', 'hill', 'soldier', 'shot', 'war', 'memorial', '&', '#', '&']"
"More shots being fired near parliament in Ottawa, suspect still at large: TV",ottawashooting,"['shots', 'fired', 'near', 'parliament', 'ottawa', 'suspect', 'still', 'large', 'tv']"
Let #NathanCirillo be remembered like this.The part time soldier doing his job &amp; bringing a little happiness #Ottawa http://t.co/GPCfrq1uI3,ottawashooting,"['let', '#', 'remembered', 'like', 'thisthe', 'part', 'time', 'soldier', 'job', '&', 'amp', 'bringing', 'little', 'happiness', '#', '&']"
"#leafs could hear shots from their rooms, I am told. #OttawaShooting",ottawashooting,"['#', 'could', 'hear', 'shots', 'rooms', 'told', '#']"
"Cpl. Nathan Cirillo, 24, identified as the soldier who was shot, killed at the War Memorial today. #cbcOTT #OTTnews http://t.co/I68A6Ioa6E",ottawashooting,"['cpl', 'nathan', 'cirillo', '24', 'identified', 'soldier', 'shot', 'killed', 'war', 'memorial', 'today', '#', '#', '&']"
My thoughts and prayers are with injured soldier. And such deep thanks to the security and RCMP on the Hill. #shooting #parliament,ottawashooting,"['thoughts', 'prayers', 'injured', 'soldier', 'deep', 'thanks', 'security', 'rcmp', 'hill', '#', '#']"
BREAKING: @ctvottawa CONFIRMS: One shooter dead.  Police working under assumption more than one shooter.  3 shooting incidents #ottnews,ottawashooting,"['breaking', '@', 'confirms', 'one', 'shooter', 'dead', 'police', 'working', 'assumption', 'one', 'shooter', '3', 'shooting', 'incidents', '#']"
"Parliament Hill in lockdown after soldier shot at #Ottawa's War Memorial, just south of East Block.",ottawashooting,"['parliament', 'hill', 'lockdown', 'soldier', 'shot', '#', 'war', 'memorial', 'south', 'east', 'block']"
UPDATE | Shots were fired inside Parliament Hill and gun fire was exchanged with hill security. #cbcOTT #OTTnews,ottawashooting,"['update', 'shots', 'fired', 'inside', 'parliament', 'hill', 'gun', 'fire', 'exchanged', 'hill', 'security', '#', '#']"
"Gunman shot dead in #OttawaShootings named by US officials as 32-year-old, Canadian-born, Michael Zehaf-Bibeau http://t.co/VgpiGxW7P4",ottawashooting,"['gunman', 'shot', 'dead', '#', 'named', 'us', 'officials', '32yearold', 'canadianborn', 'michael', 'zehafbibeau', '&']"
Chaos broke out in Ottawa after a shooting at the war memorial and reports of gunfire in Parliament http://t.co/pVOh34l2ea,ottawashooting,"['chaos', 'broke', 'ottawa', 'shooting', 'war', 'memorial', 'reports', 'gunfire', 'parliament', '&']"
"Ottawa police now say there are 3 shootings in Ottawa:  Parliament, War Memorial and Rideau Centre Mall http://t.co/s0bE3BaNn7",ottawashooting,"['ottawa', 'police', 'say', '3', 'shootings', 'ottawa', 'parliament', 'war', 'memorial', 'rideau', 'centre', 'mall', '&']"
More shots fired on Parliament Hill.,ottawashooting,"['shots', 'fired', 'parliament', 'hill']"
BREAKING NEWS: Ottawa police confirm at least 3 separate shooting sites and multiple suspects -  http://t.co/lXFiYaVImZ,ottawashooting,"['breaking', 'news', 'ottawa', 'police', 'confirm', 'least', '3', 'separate', 'shooting', 'sites', 'multiple', 'suspects', '&']"
"BREAKING: ""Dozens"" of shots fired in Canada's Parliament after gunman entered main door, Ottawa journalist says. http://t.co/qsAnGNqBEw",ottawashooting,"['breaking', 'dozens', 'shots', 'fired', 'canadas', 'parliament', 'gunman', 'entered', 'main', 'door', 'ottawa', 'journalist', 'says', '&']"
BREAKING: Ottawa police say they believe there is more than one shooter.,ottawashooting,"['breaking', 'ottawa', 'police', 'say', 'believe', 'one', 'shooter']"
"No one hurt in shooting at Ottawa's Rideau Centre -- scene of 1 of 3 attacks, Canadian police say. http://t.co/qsAnGNqBEw #ottawashooting",ottawashooting,"['one', 'hurt', 'shooting', 'ottawas', 'rideau', 'centre', 'scene', '1', '3', 'attacks', 'canadian', 'police', 'say', '&', '#']"
MORE: Police believe three gunmen were involved in shootings in Ottawa this morning and are looking for two shooters. http://t.co/IHV4galEtC,ottawashooting,"['police', 'believe', 'three', 'gunmen', 'involved', 'shootings', 'ottawa', 'morning', 'looking', 'two', 'shooters', '&']"
"DEVELOPING NEWS: Soldier shot at War Memorial. Watch CBC NN for coverage. Or follow online: http://t.co/QSm0x0bM2K
http://t.co/QcwgN8OgHB",ottawashooting,"['developing', 'news', 'soldier', 'shot', 'war', 'memorial', 'watch', 'cbc', 'nn', 'coverage', 'follow', 'online', '&', '&']"
"Ottawa shootings reportedly at three locations - parliament, war memorial and shopping mall. http://t.co/fULkb6VpEv http://t.co/mL9Ivehy6Q",ottawashooting,"['ottawa', 'shootings', 'reportedly', 'three', 'locations', 'parliament', 'war', 'memorial', 'shopping', 'mall', '&', '&']"
"BREAKING: Reports of second shooting behind Peace Tower, solider shot on War Memorial a short time ago. Shooter is on the loose.",ottawashooting,"['breaking', 'reports', 'second', 'shooting', 'behind', 'peace', 'tower', 'solider', 'shot', 'war', 'memorial', 'short', 'time', 'ago', 'shooter', 'loose']"
UPDATE: Ottawa police confirm gunman in Canada shooting shot and killed. Search on for possible additional gunmen. http://t.co/sV7ZH50tlf,ottawashooting,"['update', 'ottawa', 'police', 'confirm', 'gunman', 'canada', 'shooting', 'shot', 'killed', 'search', 'possible', 'additional', 'gunmen', '&']"
"Ottawa shooting: Soldier dies of injuries, gunman shot dead http://t.co/6D9NofyId5 http://t.co/IO19HlsUms",ottawashooting,"['ottawa', 'shooting', 'soldier', 'dies', 'injuries', 'gunman', 'shot', 'dead', '&', '&']"
"BREAKING: CTV Ottawa confirms there were 3 separate shootings. One on Parliament Hill, one at National War Memorial, one near Rideau Centre",ottawashooting,"['breaking', 'ctv', 'ottawa', 'confirms', '3', 'separate', 'shootings', 'one', 'parliament', 'hill', 'one', 'national', 'war', 'memorial', 'one', 'near', 'rideau', 'centre']"
Sergeant-at-Arms of Canada's parliament called a hero for shooting gunman who entered building http://t.co/n7Uyuj8zgu http://t.co/kfV2La0M7m,ottawashooting,"['sergeantatarms', 'canadas', 'parliament', 'called', 'hero', 'shooting', 'gunman', 'entered', 'building', '&', '&']"
DEVELOPING: Police: Shooting near Canadian Parliament; soldier wounded; active situation: http://t.co/9MAAywtu03 http://t.co/kZvFqw7p0v,ottawashooting,"['developing', 'police', 'shooting', 'near', 'canadian', 'parliament', 'soldier', 'wounded', 'active', 'situation', '&', '&']"
#BREAKING news: Shots fired at Parliament Hill. Follow developing story: http://t.co/gPg9nujRvk http://t.co/H0Hw24j5ma,ottawashooting,"['#', 'news', 'shots', 'fired', 'parliament', 'hill', 'follow', 'developing', 'story', '&', '&']"
Police in Canada have confirmed to NBC that multiple gunmen were involved in what appears to be coordinated series of shootings in #Ottawa,ottawashooting,"['police', 'canada', 'confirmed', 'nbc', 'multiple', 'gunmen', 'involved', 'appears', 'coordinated', 'series', 'shootings', '#']"
CTV has received confirmation from Ottawa Police that there have been three different shooting incidents #ottnews #ottawashooting,ottawashooting,"['ctv', 'received', 'confirmation', 'ottawa', 'police', 'three', 'different', 'shooting', 'incidents', '#', '#']"
At the war memorial in. Ottawa. A soldier has been shot. They are giving him treatment now. #breaking http://t.co/cTmlb1LvgG,ottawashooting,"['war', 'memorial', 'ottawa', 'soldier', 'shot', 'giving', 'treatment', '#', '&']"
BREAKING | Centre block and east block at Parliament Hill are locked down. #cbcOTT #OTTnews,ottawashooting,"['breaking', 'centre', 'block', 'east', 'block', 'parliament', 'hill', 'locked', '#', '#']"
Witness tells #CBCNews suspected shooter of uniformed soldier at #Ottawa's War Memorial was carrying rifle.,ottawashooting,"['witness', 'tells', '#', 'suspected', 'shooter', 'uniformed', 'soldier', '#', 'war', 'memorial', 'carrying', 'rifle']"
Police in Ottawa are searching for suspected gunmen who shot a solider and fired shots in Parliament this morning. http://t.co/1cKIHwuCzl,ottawashooting,"['police', 'ottawa', 'searching', 'suspected', 'gunmen', 'shot', 'solider', 'fired', 'shots', 'parliament', 'morning', '&']"
I am so saddened by the death of a young man serving us and our great nation. God bless him #Ottawa #OttawaShooting,ottawashooting,"['saddened', 'death', 'young', 'man', 'serving', 'us', 'great', 'nation', 'god', 'bless', '#', '#']"
Raptors hold a moment of silence to honour Cpl. Nathan Cirillo and all those affected by today's events in Ottawa. http://t.co/hqoIIvCRNj,ottawashooting,"['raptors', 'hold', 'moment', 'silence', 'honour', 'cpl', 'nathan', 'cirillo', 'affected', 'todays', 'events', 'ottawa', '&']"
"The City of Hamilton offers condolences to the family of Cpl. Nathan Cirillo, a #HamOnt native who bravely served with @TheArgylls. #Ottawa",ottawashooting,"['city', 'hamilton', 'offers', 'condolences', 'family', 'cpl', 'nathan', 'cirillo', '#', 'native', 'bravely', 'served', '@', '#']"
Heartbreaking Photo Shows Nathan Cirillo Moments Before Shooting http://t.co/GppG8dZPxq http://t.co/P10wbrBlgo,ottawashooting,"['heartbreaking', 'photo', 'shows', 'nathan', 'cirillo', 'moments', 'shooting', '&', '&']"
Watch video showing gunfire inside Canada's parliament in Ottawa http://t.co/CJpXNAk8nS http://t.co/hxwr2NEr2K,ottawashooting,"['watch', 'video', 'showing', 'gunfire', 'inside', 'canadas', 'parliament', 'ottawa', '&', '&']"
The important name right now is Cpl. Nathan Cirillo. #ottawa,ottawashooting,"['important', 'name', 'right', 'cpl', 'nathan', 'cirillo', '#']"
Very tense situation in Ottawa this morning.  Multiple gun shots fired outside of our caucus room.  I am safe and in lockdown. Unbelievable.,ottawashooting,"['tense', 'situation', 'ottawa', 'morning', 'multiple', 'gun', 'shots', 'fired', 'outside', 'caucus', 'room', 'safe', 'lockdown', 'unbelievable']"
"Soldier shot, Parliament locked down after gunfire erupts at war memorial. Developing story: http://t.co/ULAKX3dYO1 http://t.co/o5P3RDYb8C",ottawashooting,"['soldier', 'shot', 'parliament', 'locked', 'gunfire', 'erupts', 'war', 'memorial', 'developing', 'story', '&', '&']"
UPDATE: This morning’s shooting incidents occurred at the National War Memorial and on Parliament Hill.  Not Rideau Centre. #ottnews,ottawashooting,"['update', 'mornings', 'shooting', 'incidents', 'occurred', 'national', 'war', 'memorial', 'parliament', 'hill', 'rideau', 'centre', '#']"
"Incidents occurred at National War Memorial, near the Rideau Centre and Parliament Hill this morning. #ottnews",ottawashooting,"['incidents', 'occurred', 'national', 'war', 'memorial', 'near', 'rideau', 'centre', 'parliament', 'hill', 'morning', '#']"
Ottawa police issued a statement. Three separate shooting incidents. Once inside parliament. One at the war memorial. One at Rideau Centre,ottawashooting,"['ottawa', 'police', 'issued', 'statement', 'three', 'separate', 'shooting', 'incidents', 'inside', 'parliament', 'one', 'war', 'memorial', 'one', 'rideau', 'centre']"
"Canada's Parliament Hill is on lockdown as police hunt shooting suspect; at least 1 injured - @CBCNews, @TorontoStar http://t.co/aF9HyT9BgX",ottawashooting,"['canadas', 'parliament', 'hill', 'lockdown', 'police', 'hunt', 'shooting', 'suspect', 'least', '1', 'injured', '@', '@', '&']"
LATEST UPDATE: Attacker shot dead in Parliament after soldier shot at National War Memorial http://t.co/pp6hcfWcRw http://t.co/HxODwIZfj6,ottawashooting,"['latest', 'update', 'attacker', 'shot', 'dead', 'parliament', 'soldier', 'shot', 'national', 'war', 'memorial', '&', '&']"
Here's that dramatic video via @josh_wingrove of shots fired inside parliament building: https://t.co/1waid25vOE #Ottawa #shooting,ottawashooting,"['heres', 'dramatic', 'video', 'via', '@', 'shots', 'fired', 'inside', 'parliament', 'building', '&', '#', '#']"
UPDATE: One shooter possibly on the loose in #Ottawa amid reports of shootings in the city: http://t.co/tjycT5YQcv,ottawashooting,"['update', 'one', 'shooter', 'possibly', 'loose', '#', 'amid', 'reports', 'shootings', 'city', '&']"
"Ottawa Hospital has received 3 patients, 2 of whom are in stable condition. Won't give update on soldier, deferring to DND. #cbcOTT #OTTnews",ottawashooting,"['ottawa', 'hospital', 'received', '3', 'patients', '2', 'stable', 'condition', 'wont', 'give', 'update', 'soldier', 'deferring', 'dnd', '#', '#']"
"Terror in #Canada &amp; #Israel today. A soldier murdered in Ottawa, a baby murdered in Jerusalem. Extremist terror is scourge of modern world",ottawashooting,"['terror', '#', '&', 'amp', '#', 'today', 'soldier', 'murdered', 'ottawa', 'baby', 'murdered', 'jerusalem', 'extremist', 'terror', 'scourge', 'modern', 'world']"
"This photo, reported to be of suspected Ottawa shooter Michael Zehar Bibeau, came from suspended ISIS Twitter account http://t.co/QiM55Gu93N",ottawashooting,"['photo', 'reported', 'suspected', 'ottawa', 'shooter', 'michael', 'zehar', 'bibeau', 'came', 'suspended', 'isis', 'twitter', 'account', '&']"
This afternoon we've lowered our flags to half mast in honour of the Canadian Reservist who lost his life in Ottawa. http://t.co/3oTF5sd2Lf,ottawashooting,"['afternoon', 'weve', 'lowered', 'flags', 'half', 'mast', 'honour', 'canadian', 'reservist', 'lost', 'life', 'ottawa', '&']"
BREAKING: #Ottawa Civic Hosp official says TWO NEW PATIENTS are enroute to hospital. 1 w/gunshot wounds. Both stable. @ctvottawa #ottnews,ottawashooting,"['breaking', '#', 'civic', 'hosp', 'official', 'says', 'two', 'new', 'patients', 'enroute', 'hospital', '1', 'wgunshot', 'wounds', 'stable', '@', '#']"
"MORE: Canadian soldier shot at war memorial has died; one of three suspected gunmen also dead, police say: http://t.co/uFsW7vHPRi",ottawashooting,"['canadian', 'soldier', 'shot', 'war', 'memorial', 'died', 'one', 'three', 'suspected', 'gunmen', 'also', 'dead', 'police', 'say', '&']"
NHL says date of rescheduled game TBD. NHL  ``wishes to express its sympathy and prayers to all affected by the tragic events in Ottawa'',ottawashooting,"['nhl', 'says', 'date', 'rescheduled', 'game', 'tbd', 'nhl', 'wishes', 'express', 'sympathy', 'prayers', 'affected', 'tragic', 'events', 'ottawa']"
UPDATE: Attacker shot dead in Parliament after soldier shot at War Memorial http://t.co/pp6hcfWcRw #OttawaShooting http://t.co/tx8j82FOYc,ottawashooting,"['update', 'attacker', 'shot', 'dead', 'parliament', 'soldier', 'shot', 'war', 'memorial', '&', '#', '&']"
"And this is Cpl. Nathan Cirillo, the brave #Canadian soldier killed in the #OttawaShooting today. http://t.co/w9EOyX8MAI",ottawashooting,"['cpl', 'nathan', 'cirillo', 'brave', '#', 'soldier', 'killed', '#', 'today', '&']"
"#BREAKING : NHL : The game between the Toronto Maple Leafs and Ottawa Senators, scheduled for tonight in Ottawa, has been postponed",ottawashooting,"['#', 'nhl', 'game', 'toronto', 'maple', 'leafs', 'ottawa', 'senators', 'scheduled', 'tonight', 'ottawa', 'postponed']"
"#PrayForOttawa As an American Veteran, my prayers are w/ the Canadian soldier who died in today's shooting standing duty at a war memorial 🙏",ottawashooting,"['#', 'american', 'veteran', 'prayers', 'w', 'canadian', 'soldier', 'died', 'todays', 'shooting', 'standing', 'duty', 'war', 'memorial']"
"""Just evacuated from roof of Parliament Hill Centre Block"" - @dmatthewmillar  https://t.co/R6TuyAjMTd http://t.co/7WFNBYlHIZ #OttawaShooting",ottawashooting,"['evacuated', 'roof', 'parliament', 'hill', 'centre', 'block', '@', '&', '&', '#']"
Our thoughts are with Ottawa this morning. Stay safe.,ottawashooting,"['thoughts', 'ottawa', 'morning', 'stay', 'safe']"
MORE: A spokesman says Prime Minister Stephen Harper was safe and had left Parliament Hill: http://t.co/utTbmsYFjL,ottawashooting,"['spokesman', 'says', 'prime', 'minister', 'stephen', 'harper', 'safe', 'left', 'parliament', 'hill', '&']"
"On Monday, Paul George was back shooting hoops in the gym. 

Yesterday, practice became a 1-on-1 game vs. his dog: http://t.co/Zt1hA8XmWi",ottawashooting,"['monday', 'paul', 'george', 'back', 'shooting', 'hoops', 'gym', 'yesterday', 'practice', 'became', '1on1', 'game', 'vs', 'dog', '&']"
The RCMP intervention team members Parliament Hill http://t.co/aO700DweOW http://t.co/6JDil29s3B,ottawashooting,"['rcmp', 'intervention', 'team', 'members', 'parliament', 'hill', '&', '&']"
All of @MLB joins the @BlueJays in thinking of those affected by today's tragedy in Ottawa.,ottawashooting,"['@', 'joins', '@', 'thinking', 'affected', 'todays', 'tragedy', 'ottawa']"
"#Leafs Joffrey Lupul praises officers in Ottawa, as team remains in lock down http://t.co/OPooNxTsiv http://t.co/yBjIu2JaaP",ottawashooting,"['#', 'joffrey', 'lupul', 'praises', 'officers', 'ottawa', 'team', 'remains', 'lock', '&', '&']"
Makes me sad what's going on in Ottawa right now. Thoughts and prays to everyone involved. Everybody stay safe,ottawashooting,"['makes', 'sad', 'whats', 'going', 'ottawa', 'right', 'thoughts', 'prays', 'everyone', 'involved', 'everybody', 'stay', 'safe']"
Australian PM Tony Abbott says security has been increased in Canberra following #OttawaShootings http://t.co/wp8YEfJfrA,ottawashooting,"['australian', 'pm', 'tony', 'abbott', 'says', 'security', 'increased', 'canberra', 'following', '#', '&']"
"RT @cfedio: Being told at CBC Ottawa that ""situation is evolving,"" told to ""remain in current location until further notice"" #OttawaShooting",ottawashooting,"['rt', '@', 'told', 'cbc', 'ottawa', 'situation', 'evolving', 'told', 'remain', 'current', 'location', 'notice', '#']"
RCMP advises if you are in downtown Ottawa to stay away from windows and off roofs due to ongoing police incident.,ottawashooting,"['rcmp', 'advises', 'downtown', 'ottawa', 'stay', 'away', 'windows', 'roofs', 'due', 'ongoing', 'police', 'incident']"
Raw footage and live coverage of shooting at Parliament: http://t.co/BXR3thpsV0 http://t.co/mAWprVUaLC,ottawashooting,"['raw', 'footage', 'live', 'coverage', 'shooting', 'parliament', '&', '&']"
My heart goes out to #Ottawa and all those who have had violence and sickness force it's way into their lives. #LoveForCanada #LiveInLove,ottawashooting,"['heart', 'goes', '#', 'violence', 'sickness', 'force', 'way', 'lives', '#', '#']"
#Ottpolice and @RCMPGRCpolice investigating several shooting incidents in downtown #Ottawa.,ottawashooting,"['#', '@', 'investigating', 'several', 'shooting', 'incidents', 'downtown', '#']"
Still in lockdown. Am safe. Check @globeandmail for video of the attack on Parliament Hill. Ignore any cursing you hear from me.,ottawashooting,"['still', 'lockdown', 'safe', 'check', '@', 'video', 'attack', 'parliament', 'hill', 'ignore', 'cursing', 'hear']"
"Ottawa Mayor Jim Watson says ""it is a sad and tragic day for our city and our country.""",ottawashooting,"['ottawa', 'mayor', 'jim', 'watson', 'says', 'sad', 'tragic', 'day', 'city', 'country']"
Prayers to Ottawa. #PrayForOttawa http://t.co/HOaNBdifHf,ottawashooting,"['prayers', 'ottawa', '#', '&']"
The barricade of chairs MPs built to protect themselves from #OttawaShootings http://t.co/chVwXoViH9 http://t.co/L6maa7jonq,ottawashooting,"['barricade', 'chairs', 'mps', 'built', 'protect', '#', '&', '&']"
The scene from Ottawa http://t.co/aO700DweOW http://t.co/5djATU47fs,ottawashooting,"['scene', 'ottawa', '&', '&']"
"JUST IN: Canadian military bases being closed after soldier shot at Nat'l War Memorial, ongoing situation near Parliament - @WilliamsJon",ottawashooting,"['canadian', 'military', 'bases', 'closed', 'soldier', 'shot', 'natl', 'war', 'memorial', 'ongoing', 'situation', 'near', 'parliament', '@']"
Obama on the Ottawa shooting: 'We're all shaken by it' http://t.co/VMkA37iqto http://t.co/U8NDhjF8WM,ottawashooting,"['obama', 'ottawa', 'shooting', 'shaken', '&', '&']"
Finally out of the building #ottawashooting,ottawashooting,"['finally', 'building', '#']"
Frightening events here in Ottawa. Game has yet to be postponed but betting it will be. Schools and malls have been closed,ottawashooting,"['frightening', 'events', 'ottawa', 'game', 'yet', 'postponed', 'betting', 'schools', 'malls', 'closed']"
#Ottawa in April 2013 you stood with us &amp; called us #BostonStrong TODAY we stand with you - You are #OttawaStrong. #OttawaShooting,ottawashooting,"['#', 'april', '2013', 'stood', 'us', '&', 'amp', 'called', 'us', '#', 'today', 'stand', '#', '#']"
When you've planned a school shooting but realise you're too fat to run away from the police http://t.co/P3jWYPjMmI,ottawashooting,"['youve', 'planned', 'school', 'shooting', 'realise', 'youre', 'fat', 'run', 'away', 'police', '&']"
